380,0.98263127
380.05,1.01037355
380.1,1.06601031
380.15,1.13430826
380.2,1.17919973
380.25,1.19467023
380.3,1.20954224
380.35,1.24719809
380.4,1.29258138
380.45,1.3245662
380.5,1.33847934
380.55,1.33652626
380.6,1.32906804
380.65,1.32352369
380.7,1.30941586
380.75,1.27646529
380.8,1.24412541
380.85,1.2371436
380.9,1.26121221
380.95,1.29872045
381,1.32407457
381.05,1.33854159
381.1,1.34992326
381.15,1.35031478
381.2,1.33586636
381.25,1.31539327
381.3,1.29199154
381.35,1.24887407
381.4,1.18325299
381.45,1.12624763
381.5,1.09466941
381.55,1.07196224
381.6,1.03738358
381.65,0.99260946
381.7,0.96430131
381.75,0.97534968
381.8,1.01918512
381.85,1.05781368
381.9,1.06411476
381.95,1.04828683
382,1.01202987
382.05,0.94641206
382.1,0.87325021
382.15,0.82676812
382.2,0.82191159
382.25,0.85528295
382.3,0.90339259
382.35,0.93503725
382.4,0.94106857
382.45,0.91569673
382.5,0.85969283
382.55,0.80196544
382.6,0.76133477
382.65,0.73077226
382.7,0.70815922
382.75,0.70410874
382.8,0.71262529
382.85,0.71420865
382.9,0.71175682
382.95,0.71668229
383,0.7223276
383.05,0.72420707
383.1,0.73549246
383.15,0.75442501
383.2,0.75511998
383.25,0.73164311
383.3,0.6958425
383.35,0.66469718
383.4,0.6574278
383.45,0.6646886
383.5,0.66906176
383.55,0.67822999
383.6,0.70209455
383.65,0.73035205
383.7,0.75099294
383.75,0.76320301
383.8,0.76239219
383.85,0.74508601
383.9,0.72220908
383.95,0.71047684
384,0.72246844
384.05,0.74896818
384.1,0.7684155
384.15,0.77931301
384.2,0.80553241
384.25,0.86911963
384.3,0.94882225
384.35,1.00918406
384.4,1.04207663
384.45,1.05931437
384.5,1.08077518
384.55,1.10908054
384.6,1.12713003
384.65,1.12914787
384.7,1.12819117
384.75,1.13387516
384.8,1.1477835
384.85,1.17122776
384.9,1.18921749
384.95,1.18449395
385,1.16151109
385.05,1.12203025
385.1,1.08041186
385.15,1.07027319
385.2,1.09545844
385.25,1.13209197
385.3,1.15514397
385.35,1.15167846
385.4,1.13112061
385.45,1.10659518
385.5,1.08084807
385.55,1.06156408
385.6,1.0514839
385.65,1.03602787
385.7,1.00699957
385.75,0.98881156
385.8,1.00007433
385.85,1.00943223
385.9,0.98886321
385.95,0.94317961
386,0.89344888
386.05,0.86203919
386.1,0.8542044
386.15,0.87185501
386.2,0.91471701
386.25,0.9728714
386.3,1.03621886
386.35,1.09767095
386.4,1.14167351
386.45,1.15532905
386.5,1.15515137
386.55,1.15439667
386.6,1.14213335
386.65,1.12049969
386.7,1.11197334
386.75,1.12053131
386.8,1.12538468
386.85,1.1162031
386.9,1.10326127
386.95,1.09439736
387,1.08214135
387.05,1.05735147
387.1,1.02138883
387.15,0.98401404
387.2,0.95398727
387.25,0.93738452
387.3,0.93574172
387.35,0.94497725
387.4,0.96808484
387.45,1.01232656
387.5,1.07176323
387.55,1.12599351
387.6,1.15848757
387.65,1.16584212
387.7,1.1532626
387.75,1.1301825
387.8,1.10168871
387.85,1.06015132
387.9,1.00253469
387.95,0.96470623
388,0.97774387
388.05,1.01380387
388.1,1.03486348
388.15,1.0338229
388.2,1.01906458
388.25,0.99927932
388.3,0.97631403
388.35,0.95980353
388.4,0.97730014
388.45,1.03046978
388.5,1.07772377
388.55,1.08818594
388.6,1.06032488
388.65,1.01249554
388.7,0.97130379
388.75,0.95161009
388.8,0.96487907
388.85,0.99832625
388.9,1.01475187
388.95,1.00435676
389,0.99553135
389.05,1.0202512
389.1,1.07286526
389.15,1.12577643
389.2,1.1713828
389.25,1.21434186
389.3,1.24819858
389.35,1.26533968
389.4,1.26766844
389.45,1.26752104
389.5,1.27809987
389.55,1.28922341
389.6,1.28057948
389.65,1.2629594
389.7,1.27835958
389.75,1.32745333
389.8,1.3591507
389.85,1.35092111
389.9,1.32990203
389.95,1.32177237
390,1.317361
390.05,1.30354327
390.1,1.29457582
390.15,1.31078677
390.2,1.34159135
390.25,1.36007776
390.3,1.34351016
390.35,1.2929956
390.4,1.25187815
390.45,1.24441857
390.5,1.25691604
390.55,1.26123671
390.6,1.2357888
390.65,1.20396491
390.7,1.19787774
390.75,1.23206795
390.8,1.29602594
390.85,1.35026821
390.9,1.38059581
390.95,1.40306053
391,1.42155217
391.05,1.42747229
391.1,1.42344874
391.15,1.42372564
391.2,1.4414218
391.25,1.47025501
391.3,1.49129809
391.35,1.49903605
391.4,1.48737336
391.45,1.45928599
391.5,1.44110511
391.55,1.44348786
391.6,1.45125691
391.65,1.44196729
391.7,1.41436587
391.75,1.39267152
391.8,1.3869076
391.85,1.38391979
391.9,1.36426637
391.95,1.32922528
392,1.30001982
392.05,1.27445822
392.1,1.23171035
392.15,1.17945775
392.2,1.14612828
392.25,1.14395649
392.3,1.1527281
392.35,1.14511839
392.4,1.13079466
392.45,1.13078507
392.5,1.1381218
392.55,1.12747381
392.6,1.09065865
392.65,1.04495056
392.7,1.004719
392.75,0.968415
392.8,0.92503739
392.85,0.86849163
392.9,0.80540742
392.95,0.75311667
393,0.71572494
393.05,0.67906244
393.1,0.63803017
393.15,0.59802595
393.2,0.56300596
393.25,0.53151324
393.3,0.50123853
393.35,0.47156622
393.4,0.44403295
393.45,0.42739145
393.5,0.42630429
393.55,0.43765164
393.6,0.46007998
393.65,0.48964544
393.7,0.52216677
393.75,0.55965697
393.8,0.60328771
393.85,0.64974126
393.9,0.69683079
393.95,0.74588176
394,0.79887054
394.05,0.85207035
394.1,0.89518637
394.15,0.92515864
394.2,0.94882406
394.25,0.97410542
394.3,1.00270965
394.35,1.02542351
394.4,1.03368505
394.45,1.03002271
394.5,1.03520383
394.55,1.06848602
394.6,1.12447128
394.65,1.19188484
394.7,1.25434989
394.75,1.28777782
394.8,1.29301207
394.85,1.29280252
394.9,1.30027253
394.95,1.32121791
395,1.35373196
395.05,1.38721733
395.1,1.41698952
395.15,1.44038771
395.2,1.45286633
395.25,1.45288555
395.3,1.43468888
395.35,1.40341296
395.4,1.39480731
395.45,1.42451858
395.5,1.45970097
395.55,1.46925236
395.6,1.45017933
395.65,1.41666938
