380,1.66E-24
380.01,1.62E-24
380.02,1.59E-24
380.03,1.56E-24
380.04,1.54E-24
380.05,1.54E-24
380.06,1.55E-24
380.07,1.57E-24
380.08,1.60E-24
380.09,1.64E-24
380.1,1.67E-24
380.11,1.71E-24
380.12,1.73E-24
380.13,1.75E-24
380.14,1.76E-24
380.15,1.77E-24
380.16,1.77E-24
380.17,1.78E-24
380.18,1.79E-24
380.19,1.81E-24
380.2,1.85E-24
380.21,1.89E-24
380.22,1.93E-24
380.23,1.98E-24
380.24,2.01E-24
380.25,2.03E-24
380.26,2.02E-24
380.27,1.99E-24
380.28,1.93E-24
380.29,1.85E-24
380.3,1.77E-24
380.31,1.68E-24
380.32,1.60E-24
380.33,1.53E-24
380.34,1.48E-24
380.35,1.45E-24
380.36,1.44E-24
380.37,1.43E-24
380.38,1.44E-24
380.39,1.45E-24
380.4,1.46E-24
380.41,1.47E-24
380.42,1.48E-24
380.43,1.49E-24
380.44,1.51E-24
380.45,1.53E-24
380.46,1.55E-24
380.47,1.57E-24
380.48,1.59E-24
380.49,1.60E-24
380.5,1.60E-24
380.51,1.60E-24
380.52,1.59E-24
380.53,1.58E-24
380.54,1.56E-24
380.55,1.56E-24
380.56,1.55E-24
380.57,1.55E-24
380.58,1.57E-24
380.59,1.58E-24
380.6,1.61E-24
380.61,1.64E-24
380.62,1.67E-24
380.63,1.70E-24
380.64,1.74E-24
380.65,1.77E-24
380.66,1.79E-24
380.67,1.82E-24
380.68,1.84E-24
380.69,1.86E-24
380.7,1.87E-24
380.71,1.90E-24
380.72,1.92E-24
380.73,1.95E-24
380.74,1.99E-24
380.75,2.02E-24
380.76,2.05E-24
380.77,2.07E-24
380.78,2.08E-24
380.79,2.07E-24
380.8,2.04E-24
380.81,2.00E-24
380.82,1.95E-24
380.83,1.91E-24
380.84,1.88E-24
380.85,1.87E-24
380.86,1.88E-24
380.87,1.90E-24
380.88,1.93E-24
380.89,1.96E-24
380.9,1.99E-24
380.91,2.00E-24
380.92,1.99E-24
380.93,1.96E-24
380.94,1.92E-24
380.95,1.88E-24
380.96,1.85E-24
380.97,1.82E-24
380.98,1.80E-24
380.99,1.80E-24
381,1.81E-24
381.01,1.82E-24
381.02,1.83E-24
381.03,1.85E-24
381.04,1.87E-24
381.05,1.89E-24
381.06,1.92E-24
381.07,1.96E-24
381.08,2.00E-24
381.09,2.04E-24
381.1,2.09E-24
381.11,2.12E-24
381.12,2.15E-24
381.13,2.17E-24
381.14,2.18E-24
381.15,2.18E-24
381.16,2.19E-24
381.17,2.19E-24
381.18,2.21E-24
381.19,2.22E-24
381.2,2.23E-24
381.21,2.23E-24
381.22,2.23E-24
381.23,2.20E-24
381.24,2.16E-24
381.25,2.11E-24
381.26,2.05E-24
381.27,2.00E-24
381.28,1.96E-24
381.29,1.94E-24
381.3,1.94E-24
381.31,1.97E-24
381.32,2.00E-24
381.33,2.04E-24
381.34,2.08E-24
381.35,2.11E-24
381.36,2.13E-24
381.37,2.14E-24
381.38,2.16E-24
381.39,2.17E-24
381.4,2.20E-24
381.41,2.22E-24
381.42,2.25E-24
381.43,2.29E-24
381.44,2.32E-24
381.45,2.34E-24
381.46,2.36E-24
381.47,2.37E-24
381.48,2.38E-24
381.49,2.39E-24
381.5,2.41E-24
381.51,2.43E-24
381.52,2.47E-24
381.53,2.51E-24
381.54,2.55E-24
381.55,2.59E-24
381.56,2.61E-24
381.57,2.63E-24
381.58,2.64E-24
381.59,2.64E-24
381.6,2.64E-24
381.61,2.64E-24
381.62,2.65E-24
381.63,2.66E-24
381.64,2.68E-24
381.65,2.71E-24
381.66,2.74E-24
381.67,2.76E-24
381.68,2.78E-24
381.69,2.79E-24
381.7,2.80E-24
381.71,2.80E-24
381.72,2.79E-24
381.73,2.79E-24
381.74,2.77E-24
381.75,2.76E-24
381.76,2.73E-24
381.77,2.70E-24
381.78,2.67E-24
381.79,2.64E-24
381.8,2.62E-24
381.81,2.60E-24
381.82,2.60E-24
381.83,2.62E-24
381.84,2.65E-24
381.85,2.70E-24
381.86,2.76E-24
381.87,2.81E-24
381.88,2.87E-24
381.89,2.91E-24
381.9,2.94E-24
381.91,2.95E-24
381.92,2.95E-24
381.93,2.94E-24
381.94,2.92E-24
381.95,2.91E-24
381.96,2.91E-24
381.97,2.91E-24
381.98,2.93E-24
381.99,2.95E-24
382,2.98E-24
382.01,3.01E-24
382.02,3.02E-24
382.03,3.03E-24
382.04,3.02E-24
382.05,2.99E-24
382.06,2.95E-24
382.07,2.89E-24
382.08,2.83E-24
382.09,2.77E-24
382.1,2.71E-24
382.11,2.67E-24
382.12,2.64E-24
382.13,2.62E-24
