3.50E-01,1.37E+00,-7.22E-09
4.00E-01,1.36E+00,-3.52E-09
4.50E-01,1.36E+00,-2.86E-09
5.00E-01,1.36E+00,-2.84E-09
5.50E-01,1.35E+00,-3.60E-09
6.00E-01,1.35E+00,-1.17E-08
6.50E-01,1.35E+00,-1.65E-08
7.00E-01,1.35E+00,-3.08E-08
